Nome: SAO SIMAO
Codigo Estacao: 83669
Latitude: -21.46111111
Longitude: -47.57944443
Altitude: 620.02
Situacao: Operante
Data Inicial: 2019-01-01
Data Final: 2023-09-08
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2019-08-20;5,4;0;0;28;20,92;15,1;70,75;54;1;
2019-08-21;9,4;6,4;0;31,1;21,3;13,8;63;40;1;
2019-08-22;5,4;8,6;0;29,2;20,12;12,4;59,25;45;1;
2019-08-23;5,8;5,1;0;27,1;18,94;11,5;58,25;38;1,333333;
2019-08-24;4,6;9,4;0;28;18,88;9,7;52,75;32;3;
2019-08-25;7,1;9,4;0;31,2;21,9;12,2;43;30;1,666667;
2019-08-26;9,3;9,4;0;31,2;23,54;16;42,25;32;1,333333;
2019-08-27;8,8;7,4;0;31,9;23,54;17,3;44,75;29;,333333;
2019-08-28;6,9;2,6;0;28,7;23,06;18,4;42,75;41;1,333333;
2019-08-29;2,2;8,2;0;31,5;23,46;15,9;43,75;33;,666667;
2019-08-30;7,8;9,5;0;33,8;23,96;14,7;46,5;32;0;
2019-08-31;6,5;8,8;0;35,5;25;15,2;44,25;27;1;
2019-09-01;9,5;6,6;0;34,2;22,8;17,8;65,5;30;1,333333;
2019-09-02;5,2;7;20,8;31,1;22,78;16,9;74,5;48;,666667;
2019-09-03;4,2;2,1;0;28,2;22,64;17,4;71,75;62;,333333;
2019-09-04;2,5;6;0;34,3;25,22;18,4;62,25;48;1,666667;
2019-09-05;3,3;7,9;0;31,3;20,7;15,8;68;44;2,666667;
2019-09-06;9,3;8,9;0;32,5;23,78;16,2;62,5;45;,666667;
2019-09-07;5,7;9,8;0;33,6;26,28;19;51,5;40;,666667;
2019-09-08;8;9,5;0;35,2;25,82;19,6;54;30;,333333;
2019-09-09;6,8;10;0;35,1;25,42;18,7;47,75;37;,333333;
2019-09-10;9,2;9,2;0;36,9;26,36;15,7;48,75;35;,333333;
2019-09-11;8,2;9;0;37,9;27,84;17,8;42;29;,333333;
2019-09-12;8;9;0;39,3;28,34;17,3;38,75;26;,333333;
2019-09-13;11;8,7;0;39;27,08;18,5;52,75;34;1;
2019-09-14;9,6;6,3;0;37,3;27,48;18,4;42,25;29;,666667;
2019-09-15;10,5;9;0;36,3;29,02;22,3;45;32;1;
2019-09-16;9,9;9,2;0;37,3;27,14;20,5;47;31;,333333;
2019-09-17;8,6;9,2;0;38,3;27,32;17;41,25;25;,333333;
2019-09-18;10,5;7,9;0;38,7;29,86;19,4;32,25;26;1;
2019-09-19;1,5;3,7;0;37,8;27,74;18,4;42,75;35;1,2;
2019-09-20;6,9;3,7;0;36,5;27,18;18,8;47,5;26;,666667;
2019-09-21;8,1;4,9;0;36,3;27,52;20,5;55,25;40;1,333333;
2019-09-22;6,7;8,2;0;33,1;23,14;16,9;62;44;2,666667;
2019-09-23;6,8;8,2;0;32,1;22;14,8;55,75;45;2,333333;
2019-09-24;7,8;8,3;0;33,6;25,16;16,4;52;44;1,333333;
2019-09-25;7;0;9,2;26,7;19,96;17;87;52;,333333;
2019-09-26;,3;0;28,7;19,9;18,16;16,6;93,5;86;0;
2019-09-27;,3;9,7;5,4;27,7;20,64;13,7;62,25;51;,333333;
2019-09-28;5,8;9,6;0;31,7;22,86;14;52,25;38;1,333333;
2019-09-29;5,9;10,2;0;32,6;23,24;13,7;49;34;,666667;
2019-09-30;8,9;10,1;0;32,4;24,92;17,9;51,75;31;,666667;
2019-10-01;4,3;10,1;0;35,7;27,44;19,8;47,75;33;,666667;
2019-10-02;7,6;10;0;37,3;27,44;18,8;49;27;,666667;
2019-10-03;10;9,5;0;36,3;27,96;21;33,75;17;,333333;
2019-10-04;10,9;10,2;0;35,9;26,12;18,8;40,25;27;1,333333;
2019-10-05;11,9;10,2;0;36,3;28,44;21,2;40,5;28;1;
2019-10-06;10,6;7,7;0;36;25;19,8;67,25;36;,666667;
2019-10-07;3,2;6,5;19,1;33,5;24,3;17,9;69,25;48;,666667;
2019-10-08;6,1;,6;0;27,6;22,42;18,8;80,5;70;,666667;
2019-10-09;4,5;2,3;,1;29,2;23,32;20,6;78,25;68;1;
2019-10-10;1,8;4,8;0;29,9;23,48;19,2;68,25;53;1;
